metadata_jobPostId,metadata_newPostingDate,title_display,primary_category,employmentTypes,seniority_group,salary_band,average_salary,applications_per_posting,views_per_posting,vacancy_demand
MCF-2023-0503578,2023-07-03,Account Executive,Accounting / Auditing / Taxation,Full Time,Junior,3000-4999,3200.0,0,10,1
MCF-2023-0718436,2023-09-20,Mechanical / Electrical Engineer,Building and Construction,Full Time,Junior,3000-4999,4000.0,0,5,5
MCF-2023-0758286,2023-10-04,Planning Officer (Fmcg) West,Logistics / Supply Chain,Permanent,Junior,3000-4999,4000.0,1,9,1
MCF-2023-1007108,2023-12-13,"Claims Associate (Hybrid, Multiple Positions) - Al",Admin / Secretarial,Contract,Junior,<3000,2550.0,0,0,4
MCF-2024-0207556,2024-02-09,Project Engineer (It/Electrical/Electronic) #65664,Engineering,Permanent,Entry Level,3000-4999,3100.0,0,0,3
MCF-2023-0377248,2023-05-16,"Senior Specialist, Lab Coe",Healthcare / Pharmaceutical,Permanent,Mid Level,5000-7999,6000.0,4,62,1
MCF-2023-0746429,2023-09-29,"Patient Service Associate (Clinic, Hospital/ 2 Shifts/) #Hka",Customer Service,Contract,Junior,<3000,2350.0,0,0,1
MCF-2023-0391138,2023-05-20,Hr Cum Admin Executive - Mnc [R21101412],Human Resources,Permanent,Junior,<3000,2850.0,15,91,1
MCF-2024-0466301,2024-04-01,Tech Refresh Engineer,Information Technology,Full Time,Entry Level,<3000,2100.0,0,1,4
MCF-2023-0399953,2023-05-24,Ktv/Livestream Operation,Advertising / Media,Permanent,Entry Level,<3000,2500.0,0,73,1
MCF-2024-0693074,2024-05-13,Junior Sous Chef,F&B,Permanent,Manager,<3000,3000.0,0,2,2
MCF-2023-0423618,2023-06-01,Beautician,Personal Care / Beauty,Full Time,Junior,3000-4999,4000.0,1,22,3
MCF-2024-0703202,2024-05-14,Digital Marketing Executive (Seo / Software),Marketing / Public Relations,Full Time,Junior,3000-4999,5000.0,1,7,1
MCF-2023-0348054,2023-05-05,Compliance Specialist / Central / Completion Bonus / 1.5 Years Contract,Accounting / Auditing / Taxation,Temporary,Junior,5000-7999,5100.0,1,23,1
MCF-2024-0050393,2024-01-10,"Assistant Manager, Centre For Research In Child Development (Oer) [Nie]",Admin / Secretarial,Contract,Manager,3000-4999,4500.0,1,7,1
MCF-2023-0681513,2023-09-06,Class 4 Driver,General Work,Permanent,Junior,<3000,2400.0,0,1,1
MCF-2023-0671299,2023-09-01,Electrical Engineer (No Experience Required) / Global Mnc/ West,Engineering,Permanent,Senior,3000-4999,4900.0,0,3,1
MCF-2023-0749144,2023-10-02,Clinical Associate,Medical / Therapy Services,Contract,Junior,5000-7999,8000.0,1,37,5
MCF-2024-0668882,2024-05-08,Senior Sous Chef,F&B,Full Time,Manager,3000-4999,4050.0,0,2,2
MCF-2024-0338960,2024-03-07,Customer Experience Ambassador / Teleconsultant,Consulting,Full Time,Junior,3000-4999,3750.0,1,7,5
MCF-2023-0651153,2023-08-24,"Staff Nurse (Renal Care, 5.5 Days)",Healthcare / Pharmaceutical,Permanent,Entry Level,3000-4999,3600.0,0,0,1
MCF-2023-0709512,2023-09-16,"Digital Marketing Manager (Electronics Mnc, East)",Information Technology,Full Time,Manager,8000+,8500.0,0,1,1
MCF-2023-0759644,2023-10-05,"Sr Executive, Business Operations (6 Months Contract)",Sales / Retail,Contract,Senior,3000-4999,4000.0,0,7,1
MCF-2024-0541379,2024-04-15,Admin Assistant (Finance/ Billing) #East #Daycare Jl,Accounting / Auditing / Taxation,Permanent,Junior,<3000,2950.0,1,8,5
MCF-2024-0633720,2024-05-02,Associate Research Director,Consulting,Full Time,Mid Level,8000+,9900.0,1,7,1
MCF-2024-0475576,2024-04-02,Mlops Engineer,Information Technology,Full Time,Mid Level,5000-7999,7000.0,1,13,1
MCF-2023-0877877,2023-11-16,Sales Executive,Information Technology,Full Time,Entry Level,3000-4999,3500.0,0,1,1
MCF-2023-0761608,2023-10-05,Hair Stylist / Hairdresser,Customer Service,Full Time,Mid Level,3000-4999,3800.0,0,4,3
MCF-2023-0824025,2023-10-30,Managing Director,Accounting / Auditing / Taxation,Full Time,Senior,8000+,9000.0,0,4,1
MCF-2023-1014595,2023-12-14,General Manager,General Management,Full Time,Senior,8000+,9000.0,1,45,1
MCF-2024-0570263,2024-04-19,Buyer,Engineering,Full Time,Entry Level,3000-4999,4500.0,1,6,2
MCF-2023-0839762,2023-11-04,Warehouse Assistant ($2100),General Work,Permanent,Entry Level,<3000,1950.0,0,1,1
MCF-2023-0906434,2023-11-21,Operations Associate,Building and Construction,Full Time,Junior,<3000,3000.0,0,5,1
MCF-2024-0109295,2024-01-22,Assistant Quantity Surveyor / Quantity Surveyor,Building and Construction,Contract,Junior,3000-4999,3250.0,0,12,2
MCF-2024-0523678,2024-04-11,高级拉面师,F&B,Permanent,Mid Level,3000-4999,3500.0,0,2,1
MCF-2024-0601054,2024-04-25,6 Months Temp / Convertible To Perm Patient Care Assistant #Hztt,Admin / Secretarial,Contract,Entry Level,<3000,1750.0,1,13,1
MCF-2023-0529400,2023-07-12,Wearhouse Assistant,Logistics / Supply Chain,Full Time,Entry Level,<3000,2050.0,0,0,2
MCF-2023-0278191,2023-04-10,M&E Manager,Building and Construction,Full Time,Manager,5000-7999,7000.0,22,132,1
MCF-2023-0688443,2023-09-08,"Senior Executive, E-Commerce",Purchasing / Merchandising,Full Time,Senior,3000-4999,3900.0,1,11,1
MCF-2024-0734567,2024-05-20,Personal Care Officer,Social Services,Full Time,Junior,<3000,2950.0,0,2,2
MCF-2024-0545273,2024-04-15,Operation Manager - Department,General Management,Full Time,Manager,3000-4999,4000.0,0,1,1
MCF-2023-0827488,2023-10-31,Management Executive,F&B,Full Time,Entry Level,<3000,2900.0,0,0,5
MCF-2023-0813218,2023-10-25,Network Engineer,Information Technology,Permanent,Senior,5000-7999,5650.0,1,11,5
MCF-2024-0560833,2024-04-17,Auxiliary Police Officer I Basic Up To $3300 I Rotating Shift I Sign On Bonus $8000,Security and Investigation,Full Time,Entry Level,<3000,3000.0,0,1,50
MCF-2023-0777046,2023-10-11,Chef,F&B,Permanent,Mid Level,3000-4999,4000.0,0,0,3
MCF-2023-0574147,2023-07-27,Project Director /Water Treatment Mnc (2 Years Contract),Engineering,Permanent,Senior,8000+,11500.0,0,1,1
MCF-2023-0787267,2023-10-16,Recruitment Consultant,Human Resources,Full Time,Entry Level,5000-7999,5100.0,1,7,5
MCF-2023-0844414,2023-11-07,Chauffeur,Customer Service,Permanent,Junior,<3000,2050.0,1,3,1
MCF-2023-0618069,2023-08-14,Staff Nurse - 4Days 8Am-7Pm / Buangkok [3770],Healthcare / Pharmaceutical,Full Time,Junior,3000-4999,3400.0,0,1,1
MCF-2024-0361880,2024-03-11,"Accounts Executive (Accounts Receivable, Pasir Panjang)",Banking and Finance,Full Time,Junior,3000-4999,3100.0,0,9,1
MCF-2023-0981698,2023-12-07,Accountant – Finance And Admin,Accounting / Auditing / Taxation,Permanent,Junior,<3000,3000.0,1,23,1
MCF-2024-0087432,2024-01-17,"Lab Technician, Flexi Hours, 3 To 4 Days Week / 12 Months Up/ $20 Per Hour #Hvn",Healthcare / Pharmaceutical,Permanent,Entry Level,<3000,1500.0,0,7,10
MCF-2023-0551164,2023-07-19,Financial Customer Service,Banking and Finance,Part Time,Entry Level,5000-7999,7000.0,1,16,1
MCF-2023-0494312,2023-06-28,Construction Foreman,Building and Construction,Permanent,Senior,3000-4999,4500.0,2,21,2
MCF-2023-0881797,2023-11-16,Admin Executive Intern (No Experience Needed),Admin / Secretarial,Permanent,Entry Level,<3000,1000.0,0,0,1
MCF-2023-0511303,2023-07-05,Digital Marketing Executive,Events / Promotions,Full Time,Entry Level,<3000,2850.0,0,4,1
MCF-2024-0749819,2024-05-23,Software Developer,Information Technology,Full Time,Mid Level,5000-7999,7000.0,1,4,2
MCF-2023-0235874,2023-06-21,"Manager, Operations, Rhso (Jr1895)",Healthcare / Pharmaceutical,Full Time,Manager,5000-7999,6500.0,32,339,1
MCF-2024-0696627,2024-05-13,Administrative Assistant,Admin / Secretarial,Full Time,Entry Level,<3000,2550.0,1,44,1
MCF-2024-0702804,2024-05-14,(Jcoc) Accounts Executive – Gl - $4500,Admin / Secretarial,Permanent,Junior,3000-4999,4000.0,0,7,1
MCF-2023-0787996,2023-10-16,External Auditor,Accounting / Auditing / Taxation,Full Time,Junior,3000-4999,3500.0,0,1,2
MCF-2024-0574023,2024-04-19,Billing Officer,Accounting / Auditing / Taxation,Full Time,Mid Level,3000-4999,3750.0,1,5,2
MCF-2024-0409891,2024-03-20,Admin Exec (Hr / Support),Admin / Secretarial,Contract,Entry Level,3000-4999,3700.0,1,4,1
MCF-2023-0709801,2023-09-16,Sales Support Executives,Admin / Secretarial,Full Time,Junior,3000-4999,4250.0,1,7,1
MCF-2024-0599514,2024-04-24,Energy Engineer (Scem) / Global Mnc / West,Engineering,Full Time,Senior,5000-7999,5150.0,2,34,1
MCF-2023-0840452,2023-11-05,"Avp, Agency And Fas",Insurance,Permanent,Manager,8000+,9000.0,1,27,1
MCF-2023-0786908,2023-10-15,Supervisor,Others,Full Time,Entry Level,3000-4999,3900.0,0,0,5
MCF-2023-0831658,2023-11-01,Customer Service Assistant (Music Industry),Admin / Secretarial,Contract,Entry Level,<3000,2200.0,0,2,1
MCF-2024-0105836,2024-01-20,Account Manager #65859,Sales / Retail,Permanent,Entry Level,<3000,3000.0,0,2,3
MCF-2023-0607950,2023-08-09,Sap Ibp Functional Consultant,Consulting,Contract,Senior,8000+,11000.0,0,2,1
MCF-2024-0525420,2024-04-11,Healthcare Quality & Regulatory Compliance Specialist Amea,Healthcare / Pharmaceutical,Permanent,Junior,5000-7999,6750.0,0,2,1
MCF-2023-0738867,2023-09-27,Guest Relations Officer / Executive (Front Office),Hospitality,Full Time,Entry Level,<3000,2250.0,0,2,2
MCF-2023-0734665,2023-09-26,Accounts & Admin Assistant,Accounting / Auditing / Taxation,Permanent,Entry Level,<3000,1800.0,1,23,1
MCF-2024-0236319,2024-02-18,Design Engineer / Mould Designer (Plastics Manufacturing / Autocad / Cad / Cam / Injection Moulding),Engineering,Permanent,Junior,3000-4999,3500.0,0,4,1
MCF-2023-0804278,2023-10-21,Waiter/ Waitress,Customer Service,Full Time,Entry Level,<3000,2150.0,0,1,2
MCF-2023-0539641,2023-07-15,Senior Staff Nurse,Healthcare / Pharmaceutical,Part Time,Mid Level,5000-7999,5750.0,0,1,2
MCF-2024-0272376,2024-02-24,Class 4 Driver Cum Warehouse Coordinator #65689,Logistics / Supply Chain,Permanent,Entry Level,<3000,2850.0,0,3,3
MCF-2024-0362545,2024-03-12,"Production Technician (West, Industrial Gases Plant, Shift)",Engineering,Permanent,Entry Level,<3000,2400.0,0,9,1
MCF-2024-0147841,2024-01-29,Event Sales Senior Executive,Customer Service,Full Time,Senior,3000-4999,4000.0,1,5,1
MCF-2023-0577250,2023-07-28,Hs23 - Guest Service Associate / Service Crew,F&B,Full Time,Junior,<3000,2200.0,0,1,1
MCF-2023-0520500,2023-07-09,International Franchise Manager (F&B / Vb / East / 5 Days / Travel Oversea),F&B,Permanent,Manager,5000-7999,6000.0,0,1,2
MCF-2023-0883152,2023-11-16,"Regional Digital Marketing Specialist (6Months, Maternity Cover) #Jel",Marketing / Public Relations,Full Time,Senior,5000-7999,5500.0,0,7,4
MCF-2023-0820623,2023-10-27,Dishwasher,F&B,Full Time,Junior,<3000,2150.0,0,2,2
MCF-2023-0272587,2023-06-13,Purchaser/Purchasing Assistant,General Management,Permanent,Junior,<3000,2700.0,19,182,2
MCF-2024-0192866,2024-02-07,"1 Year Contract Compliance Analyst - Regulatory (Up To $7,000) #Blm",Banking and Finance,Contract,Senior,5000-7999,6000.0,1,8,1
MCF-2024-0305964,2024-03-01,Maintenance & Electrical Supervisor | Orchard,Building and Construction,Permanent,Senior,3000-4999,4250.0,0,2,1
MCF-2024-0304153,2024-03-01,Admin Executive,Admin / Secretarial,Permanent,Junior,<3000,2750.0,0,4,1
MCF-2024-0140021,2024-01-26,Supervisor,General Management,Full Time,Entry Level,3000-4999,4000.0,0,0,3
MCF-2023-0647761,2023-08-23,Sales & Marketing Manager (Mobile Phone/ Semiconductor Oem Industry),Marketing / Public Relations,Permanent,Manager,5000-7999,6000.0,1,2,2
MCF-2023-0586467,2023-08-01,8108 - Quality Control Inspector [ Metal Industry ],Engineering,Full Time,Junior,<3000,2350.0,0,0,3
MCF-2024-0746049,2024-05-23,Pastry Chef,F&B,Permanent,Manager,3000-4999,3400.0,0,1,2
MCF-2023-0607090,2023-08-08,Cybersecurity Associate Engineer #Ijf,Information Technology,Contract,Junior,5000-7999,6000.0,0,0,10
MCF-2023-0426963,2023-06-04,Food Processing Worker (Hostel Provided) #65065,Manufacturing,Permanent,Entry Level,<3000,2250.0,0,98,3
MCF-2024-0215739,2024-02-14,Pest Control Technician #66127,Environment / Health,Permanent,Entry Level,<3000,2400.0,0,2,3
MCF-2024-0384557,2024-03-15,Business Development Manager,Information Technology,Permanent,Manager,8000+,13000.0,1,5,1
MCF-2023-0507436,2023-07-04,Assistant Sales Manager | Class 3 | Sales Support | Marine Industry | Clementi - 4769,Sales / Retail,Permanent,Senior,3000-4999,5000.0,1,7,1
MCF-2023-0809589,2023-10-24,Hr Generalist,Architecture / Interior Design,Permanent,Junior,3000-4999,4750.0,0,4,1
MCF-2023-0799700,2023-10-19,Marine Superintendent (Maritime Industry)/ Coc,Repair and Maintenance,Permanent,Manager,8000+,9000.0,0,1,1
MCF-2023-0733991,2023-09-26,Operations & Marketing Intern (Education Business),Admin / Secretarial,Contract,Entry Level,<3000,1100.0,0,0,4
MCF-2023-0581640,2023-07-31,0370 - Sales And Program Engineer [ Automation | Semiconductor | Travel ],Engineering,Permanent,Junior,3000-4999,3750.0,0,0,1
MCF-2023-1056169,2023-12-26,Sales Engineer #65785,Sales / Retail,Permanent,Junior,3000-4999,4000.0,0,4,3
MCF-2023-0427175,2023-06-04,Assistant Manager,Professional Services,Full Time,Mid Level,3000-4999,4250.0,1,23,1
MCF-2024-0104562,2024-01-19,Salesforce Consultant (Nova Pos),Information Technology,Full Time,Senior,3000-4999,5000.0,0,0,1
MCF-2024-0090583,2024-01-17,Contracts / Commercial Manager,Building and Construction,Permanent,Manager,8000+,10000.0,1,13,1
MCF-2023-0475149,2023-06-21,Commis - Spanish Restaurant,F&B,Full Time,Entry Level,<3000,2000.0,0,21,1
MCF-2024-0610172,2024-04-26,Supervisor,Admin / Secretarial,Full Time,Manager,3000-4999,4000.0,1,3,3
MCF-2024-0244110,2024-02-19,Quotation Coordinator / Oil & Gas Industry / West,Others,Permanent,Junior,<3000,2900.0,0,0,1
MCF-2023-0734941,2023-09-26,Software Developer (Calypso),Information Technology,Contract,Senior,8000+,9000.0,0,4,5
MCF-2024-0225675,2024-02-15,Admininstrative Support Assistant,Admin / Secretarial,Full Time,Junior,<3000,2650.0,1,4,2
MCF-2023-0934414,2023-11-27,Accounts Assistant,Accounting / Auditing / Taxation,Permanent,Junior,<3000,2750.0,1,64,1
MCF-2024-0500973,2024-04-05,Customer Service Ambassadors - Transit Tours @ Changi Airport [Shift & Renewable Contract] — Full Time Position,Customer Service,Full Time,Entry Level,<3000,2250.0,1,38,1
MCF-2024-0319743,2024-03-04,"Account Executive (Client Service) | $3,000 | 5 Months Extendable/To Perms @ East",Others,Contract,Junior,<3000,2900.0,0,13,1
MCF-2024-0304351,2024-03-01,Accounts Executive,Accounting / Auditing / Taxation,Full Time,Junior,3000-4999,3400.0,0,17,2
MCF-2024-0423539,2024-03-22,Assistant Teacher,Education and Training,Permanent,Entry Level,<3000,2250.0,0,1,1
MCF-2024-0256188,2024-02-21,(W) Lift Engineer - Testing / Annual Inspection,Engineering,Permanent,Senior,3000-4999,3850.0,0,4,1
MCF-2023-0359938,2023-05-10,8820 - Senior M&E Engineer [ Construction / Aljunied ],Engineering,Permanent,Senior,5000-7999,5500.0,4,23,1
MCF-2023-1023844,2023-12-15,Maintenance Technician #65736,Repair and Maintenance,Permanent,Mid Level,3000-4999,3050.0,0,4,3
MCF-2024-0035561,2024-01-08,Sous Chef,F&B,Full Time,Junior,3000-4999,3750.0,0,3,1
MCF-2023-0505590,2023-07-04,Draftperson,Architecture / Interior Design,Permanent,Junior,3000-4999,3050.0,0,1,2
MCF-2023-0483169,2023-06-23,"Marketing Executive (Loyalty Program/Membership) - Up To $4,500 + Bonus",Marketing / Public Relations,Permanent,Junior,3000-4999,3750.0,0,19,1
MCF-2023-0790767,2023-10-17,Senior Back-End Engineer,Information Technology,Permanent,Mid Level,8000+,10000.0,1,14,1
MCF-2023-0637922,2023-08-21,Welcome Executive (Front Desk),Hospitality,Full Time,Entry Level,<3000,2250.0,0,0,2
MCF-2024-0188901,2024-02-06,Secondary Igcse English Teacher (Northeast),Education and Training,Contract,Senior,<3000,2750.0,1,5,2
MCF-2024-0056087,2024-01-11,"Financial Analyst, Customer Solutions - Singapore, Apac Ads Finance",Accounting / Auditing / Taxation,Full Time,Junior,3000-4999,4500.0,1,4,1
MCF-2024-0483654,2024-04-03,Public Relations Officer,Building and Construction,Permanent,Junior,<3000,3000.0,1,6,3
MCF-2023-0827160,2023-10-31,Cleaner,Others,Full Time,Entry Level,<3000,1300.0,0,1,1
MCF-2023-0789384,2023-10-16,"Cctv Service Engineer (Si, East)",Engineering,Permanent,Entry Level,<3000,3000.0,0,0,3
MCF-2024-0098421,2024-01-18,Warehouse Assistant Manager (West/5 Days),Logistics / Supply Chain,Permanent,Manager,3000-4999,4250.0,0,3,1
MCF-2023-0687064,2023-09-08,External Audit Manager,Accounting / Auditing / Taxation,Permanent,Manager,5000-7999,5250.0,0,1,2
MCF-2023-0691689,2023-09-11,Class Teacher (Maternity Cover) - November 2023,Education and Training,Temporary,Junior,5000-7999,6000.0,1,7,1
MCF-2023-0678117,2023-09-05,Business Development Manager | Freights | Mnc | Freight Forwarding | Jurong East - 4769,Sales / Retail,Permanent,Junior,5000-7999,5500.0,0,0,1
MCF-2023-0560446,2023-07-24,Outdoor Sales Executive #65162,Sales / Retail,Permanent,Entry Level,<3000,2400.0,0,1,3
MCF-2024-0751686,2024-05-23,"Customer Service Officer (Airfreight, Cargo)",Customer Service,Permanent,Junior,<3000,2800.0,1,9,1
MCF-2023-0745032,2023-09-29,Ship Broker,Logistics / Supply Chain,Full Time,Manager,5000-7999,8000.0,1,11,1
MCF-2023-0800008,2023-10-19,Sales Manager,Consulting,Full Time,Manager,8000+,11250.0,0,3,6
MCF-2023-0922833,2023-11-24,Contract Specialist,Admin / Secretarial,Permanent,Junior,3000-4999,4000.0,0,4,3
MCF-2023-1041194,2023-12-20,Cook,F&B,Permanent,Entry Level,3000-4999,4000.0,0,0,1
MCF-2023-0636962,2023-08-20,Temp Admin Executive Ii Braddell Road Ii $12 Per Hour Ii 3 Months,Admin / Secretarial,Contract,Entry Level,<3000,2005.0,0,0,3
MCF-2023-0481548,2023-06-23,Site Supervisor,Building and Construction,Full Time,Junior,3000-4999,3100.0,1,44,6
MCF-2024-0763816,2024-05-27,Business Development Executive (Private Wealth Services),Banking and Finance,Full Time,Junior,3000-4999,5000.0,0,2,1
MCF-2023-0558028,2023-07-21,Membership Services Executive,Customer Service,Full Time,Junior,<3000,2400.0,0,1,1
MCF-2023-0803640,2023-10-20,Software / Web Developer,Consulting,Full Time,Entry Level,<3000,2800.0,0,12,4
MCF-2024-0440965,2024-03-26,Sales Executive,Logistics / Supply Chain,Permanent,Junior,3000-4999,3250.0,0,3,2
MCF-2023-0506946,2023-07-04,Sales & Business Development Specialist,Admin / Secretarial,Permanent,Entry Level,<3000,1600.0,0,4,1
MCF-2023-0407294,2023-05-26,Sales Agent,Information Technology,Full Time,Entry Level,5000-7999,8000.0,1,32,1
MCF-2023-0369090,2023-05-12,Air Freight Operation & Reservation Executive - Xyfa,Logistics / Supply Chain,Permanent,Junior,<3000,2900.0,2,34,1
MCF-2023-0814618,2023-10-25,Interior Designer,Architecture / Interior Design,Full Time,Entry Level,3000-4999,4000.0,0,0,5
MCF-2024-0775483,2024-05-28,Senior Sales Manager,Advertising / Media,Full Time,Junior,8000+,22500.0,0,3,1
MCF-2023-0490385,2023-06-27,Account Executive,Banking and Finance,Permanent,Entry Level,3000-4999,3750.0,15,169,2
MCF-2023-0400608,2023-05-24,Part Time E-Commerce Packer (4 Hrs),Customer Service,Part Time,Entry Level,<3000,1100.0,384,4159,1
MCF-2023-0598695,2023-08-04,Delivery Driver (Class 3 / Class 4) - Up To $3000 + Aws + Pb / Weekdays / Jurong,Customer Service,Permanent,Junior,3000-4999,3800.0,0,2,2
MCF-2024-0724054,2024-05-17,Business Development Assistant Manager,Admin / Secretarial,Full Time,Manager,5000-7999,8000.0,1,3,2
MCF-2023-0662082,2023-08-29,Quantity Surveyor,Architecture / Interior Design,Full Time,Manager,3000-4999,4100.0,0,8,1
MCF-2024-0540838,2024-04-15,Sales Coordinator,Customer Service,Full Time,Junior,<3000,2750.0,0,5,1
MCF-2023-0460717,2023-06-15,Zk18 - Senior Vision Software Engineer (Machine Vision / Halcon / Machine Learning),Engineering,Full Time,Junior,5000-7999,6000.0,2,27,1
MCF-2023-1022566,2023-12-15,"Hr Executive (East, Work Pass Application)",Human Resources,Permanent,Junior,3000-4999,3500.0,1,2,1
